hotel;meal;market_segment;lead_time;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;is_repeated_guest;previous_cancellations;previous_bookings_not_canceled;booking_changes;days_in_waiting_list;total_of_special_requests;adr;is_canceled
Resort Hotel;BB;Offline TA/TO;36;2;5;2;0;0;0;0;0;0;0;0;104.68;0
Resort Hotel;HB;Online TA;40;2;5;2;0;0;0;0;0;0;0;0;166;0
Resort Hotel;BB;Online TA;59;2;6;2;0;0;0;0;0;0;0;2;111.25;1
Resort Hotel;HB;Direct;79;2;6;2;2;0;0;0;0;1;0;0;213.75;0
Resort Hotel;HB;Online TA;32;4;6;2;0;0;0;0;0;1;0;0;178;0
Resort Hotel;BB;Direct;110;2;5;2;0;0;0;0;0;0;0;1;113.9;0
Resort Hotel;BB;Online TA;33;2;5;2;0;0;0;0;0;0;0;0;129.29;0
Resort Hotel;BB;Online TA;53;1;0;2;2;0;0;0;0;0;0;0;153;0
Resort Hotel;BB;Online TA;2;1;0;2;0;0;0;0;0;0;0;2;98;0
Resort Hotel;BB;Online TA;8;2;4;2;1;0;0;0;0;0;0;2;169;0
Resort Hotel;BB;Online TA;72;2;4;2;0;0;0;0;0;0;0;2;93;1
Resort Hotel;BB;Online TA;12;2;5;2;0;0;0;0;0;0;0;0;132.29;0
Resort Hotel;BB;Offline TA/TO;48;2;5;2;0;0;0;0;0;0;0;1;123;0
Resort Hotel;FB;Offline TA/TO;90;2;5;2;0;0;0;0;0;0;0;1;117.22;0
Resort Hotel;HB;Offline TA/TO;34;2;5;2;0;1;0;0;0;1;0;1;149;0
Resort Hotel;BB;Direct;58;2;5;3;1;0;0;0;0;0;0;1;164.57;1
Resort Hotel;BB;Offline TA/TO;59;2;5;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Offline TA/TO;90;2;5;2;0;1;0;0;0;0;0;2;117.22;0
Resort Hotel;BB;Offline TA/TO;116;2;5;2;0;0;0;0;0;0;0;0;119.25;0
Resort Hotel;BB;Offline TA/TO;31;2;5;2;0;0;0;0;0;0;0;0;123;0
Resort Hotel;HB;Online TA;51;2;5;2;0;0;0;0;0;0;0;0;105.71;1
Resort Hotel;BB;Offline TA/TO;48;2;5;2;0;0;0;0;0;0;0;1;123;0
Resort Hotel;BB;Online TA;59;2;5;2;0;0;0;0;0;0;0;2;144.43;0
Resort Hotel;BB;Online TA;97;3;5;2;0;0;0;0;0;0;0;1;126;1
Resort Hotel;HB;Online TA;12;4;5;2;0;0;0;0;0;0;0;2;148.3;0
Resort Hotel;BB;Online TA;64;4;5;2;0;0;0;0;0;0;0;1;125.22;0
Resort Hotel;BB;Offline TA/TO;31;4;7;2;0;0;0;0;0;0;0;0;123;0
Resort Hotel;HB;Offline TA/TO;59;4;7;2;0;0;0;0;0;0;0;1;130;0
Resort Hotel;BB;Offline TA/TO;55;4;10;2;10;0;0;0;0;2;0;1;133.16;1
Resort Hotel;BB;Offline TA/TO;81;2;5;2;0;0;0;0;0;0;0;0;78.84;0
Resort Hotel;BB;Online TA;1;1;0;2;0;0;0;0;0;0;0;0;80.1;0
Resort Hotel;BB;Online TA;34;2;0;2;2;0;0;0;0;0;0;1;193;0
Resort Hotel;BB;Online TA;13;2;0;2;0;0;0;0;0;0;0;0;88.2;0
Resort Hotel;BB;Online TA;40;2;0;2;0;0;0;0;0;0;0;0;90.71;0
Resort Hotel;BB;Online TA;1;2;0;2;0;0;0;0;0;0;0;1;114.5;0
Resort Hotel;BB;Online TA;34;2;0;2;0;0;0;0;0;0;0;1;120.2;0
Resort Hotel;BB;Offline TA/TO;88;2;1;2;0;0;0;0;0;1;0;0;79.5;0
Resort Hotel;BB;Online TA;9;2;1;2;0;0;0;0;0;0;0;3;117.9;0
Resort Hotel;HB;Online TA;24;2;1;2;0;0;0;0;0;0;0;0;128;1
Resort Hotel;BB;Offline TA/TO;97;2;2;2;0;0;0;0;0;0;0;0;90.95;0
Resort Hotel;BB;Online TA;60;2;2;2;0;1;0;0;0;2;0;2;107;0
Resort Hotel;BB;Direct;100;2;2;2;2;0;0;0;0;0;0;1;130.05;0
Resort Hotel;BB;Offline TA/TO;50;2;3;2;0;0;0;0;0;0;0;0;123;0
Resort Hotel;BB;Online TA;47;2;3;2;0;0;0;0;0;0;0;0;103.8;1
Resort Hotel;BB;Online TA;8;2;3;2;2;0;0;0;0;0;0;1;196;0
Resort Hotel;HB;Online TA;34;2;3;2;0;0;0;0;0;0;0;0;149.4;0
Resort Hotel;BB;Online TA;47;2;5;2;0;0;0;0;0;0;0;0;175.71;0
Resort Hotel;HB;Offline TA/TO;115;2;5;2;0;1;0;0;0;1;0;2;119.7;0
Resort Hotel;BB;Online TA;79;2;5;2;0;0;0;0;0;0;0;1;100.86;1
Resort Hotel;BB;Online TA;91;2;5;2;0;0;0;0;0;0;0;0;100.86;0
Resort Hotel;BB;Online TA;98;1;1;2;0;0;0;0;0;0;0;3;82;0
Resort Hotel;BB;Online TA;109;1;1;2;0;0;0;0;0;0;0;1;73.8;0
Resort Hotel;BB;Online TA;0;1;1;2;0;0;0;0;0;0;0;0;117.9;0
Resort Hotel;BB;Online TA;98;1;1;2;0;0;0;0;0;0;0;3;82;0
Resort Hotel;BB;Direct;0;1;1;4;0;0;0;0;0;0;0;0;150;0
Resort Hotel;HB;Online TA;9;1;1;2;0;0;0;0;0;0;0;2;161;0
Resort Hotel;BB;Online TA;62;1;1;2;0;0;0;0;0;0;0;2;64;0
Resort Hotel;BB;Online TA;45;1;1;2;0;0;0;0;0;0;0;0;123;1
Resort Hotel;BB;Online TA;42;1;2;2;0;0;0;0;0;0;0;0;110;0
Resort Hotel;BB;Online TA;54;1;2;2;0;0;0;0;0;0;0;1;88.2;0
Resort Hotel;HB;Online TA;51;1;2;2;0;0;0;0;0;0;0;0;130;0
Resort Hotel;BB;Online TA;54;1;2;2;0;0;0;0;0;0;0;1;88.2;0
Resort Hotel;HB;Direct;58;1;2;2;0;0;0;0;0;2;0;1;165;0
Resort Hotel;BB;Corporate;0;1;3;1;0;0;0;0;0;0;0;0;114;0
Resort Hotel;BB;Offline TA/TO;60;1;4;2;0;0;0;0;0;0;0;0;79.5;1
Resort Hotel;HB;Direct;321;1;4;2;0;0;0;0;0;0;0;1;132.8;1
Resort Hotel;BB;Direct;40;1;4;2;0;0;0;0;0;0;0;2;120;0
Resort Hotel;BB;Offline TA/TO;51;1;4;2;0;0;0;0;0;0;0;0;79.5;1
Resort Hotel;BB;Direct;38;1;4;2;0;0;0;0;0;0;0;0;120;0
Resort Hotel;HB;Online TA;75;1;4;2;0;0;0;0;0;0;0;1;144.2;1
Resort Hotel;BB;Online TA;101;1;4;2;0;0;0;0;0;0;0;0;107.2;0
Resort Hotel;BB;Online TA;42;1;4;2;0;0;0;0;0;0;0;0;120;1
Resort Hotel;BB;Direct;40;1;4;2;0;0;0;0;0;0;0;2;120;0
Resort Hotel;HB;Direct;109;1;4;3;0;0;0;0;0;0;0;1;163.8;0
Resort Hotel;BB;Online TA;81;1;5;2;0;0;0;0;0;0;0;2;98.5;1
Resort Hotel;HB;Online TA;98;1;5;2;0;0;0;0;0;0;0;0;130.5;1
Resort Hotel;HB;Offline TA/TO;32;1;5;1;0;0;0;0;0;2;0;0;153;0
Resort Hotel;BB;Online TA;72;1;5;2;0;0;0;0;0;0;0;2;98.5;0
Resort Hotel;HB;Offline TA/TO;115;2;5;2;0;0;0;0;0;0;0;2;119.7;0
Resort Hotel;FB;Direct;118;2;5;2;0;0;0;0;0;0;0;1;184.6;0
Resort Hotel;HB;Direct;81;2;5;2;1;0;0;0;0;0;0;2;181.22;0
Resort Hotel;BB;Online TA;95;2;5;2;0;0;0;0;0;0;0;1;100.86;1
Resort Hotel;BB;Online TA;16;1;0;2;0;0;0;0;0;0;0;3;100.2;0
Resort Hotel;HB;Online TA;56;1;3;2;0;0;0;0;0;1;0;0;134.25;0
Resort Hotel;BB;Offline TA/TO;88;3;5;2;0;0;0;0;0;0;0;0;96.3;0
Resort Hotel;BB;Online TA;41;3;6;2;0;0;0;0;0;0;0;2;83.09;0
Resort Hotel;BB;Offline TA/TO;40;0;1;2;0;0;0;0;0;0;0;0;105.5;1
Resort Hotel;BB;Corporate;1;0;1;1;0;0;0;0;0;0;0;0;134;0
Resort Hotel;BB;Online TA;1;0;1;2;0;0;0;0;0;2;0;1;8;0
Resort Hotel;BB;Online TA;1;0;2;2;0;0;0;0;0;1;0;1;146;0
Resort Hotel;BB;Online TA;76;0;4;2;0;0;0;0;0;0;0;2;126;1
Resort Hotel;BB;Online TA;0;0;4;2;0;0;0;0;0;0;0;1;111.15;0
Resort Hotel;BB;Online TA;49;0;5;2;0;0;0;0;0;1;0;2;136.2;0
Resort Hotel;BB;Direct;76;0;5;2;0;0;0;0;0;0;0;0;101.8;0
Resort Hotel;HB;Direct;73;1;5;2;0;0;0;0;0;0;0;1;127;0
Resort Hotel;HB;Direct;73;1;5;2;1;0;0;0;0;0;0;2;161.5;0
Resort Hotel;HB;Direct;317;1;5;2;2;0;0;0;0;1;0;2;230.67;0
Resort Hotel;BB;Online TA;112;2;5;1;0;0;0;0;0;0;0;1;65.7;1
Resort Hotel;HB;Online TA;6;2;5;2;0;0;0;0;0;0;0;2;180;0
Resort Hotel;HB;Online TA;8;2;5;2;0;0;0;0;0;1;0;1;168.57;0
Resort Hotel;BB;Offline TA/TO;96;2;7;2;0;0;0;0;0;0;0;1;107.67;1
Resort Hotel;BB;Online TA;96;2;7;2;0;0;0;0;0;0;0;1;96.9;1
Resort Hotel;BB;Direct;99;2;7;2;0;0;0;0;0;0;0;1;107;0
Resort Hotel;BB;Online TA;66;2;9;2;0;0;0;0;0;0;0;0;73.41;0
Resort Hotel;HB;Online TA;38;4;10;2;0;0;0;0;0;0;0;2;109.9;0
Resort Hotel;HB;Online TA;38;4;10;2;0;0;0;0;0;1;0;2;109.9;0
Resort Hotel;BB;Direct;113;4;11;3;0;0;0;0;0;1;0;3;187.5;0
Resort Hotel;BB;Corporate;0;0;1;1;0;0;0;0;0;0;0;0;134;0
Resort Hotel;HB;Offline TA/TO;62;0;3;2;0;0;0;0;0;0;0;0;91.5;1
Resort Hotel;BB;Online TA;39;0;3;2;0;0;0;0;0;0;0;0;132.44;1
Resort Hotel;HB;Online TA;37;2;4;2;0;0;0;0;0;0;0;0;106.9;0
Resort Hotel;BB;Online TA;58;2;5;2;0;0;0;0;0;0;0;0;131.86;1
Resort Hotel;BB;Online TA;37;2;6;2;2;0;0;0;0;0;0;0;216.13;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;BB;Online TA;83;2;7;2;2;0;0;0;0;0;0;1;190.33;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;1;0;0;0;0;0;1;0;0;94;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;0;1
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;98.75;0
Resort Hotel;FB;Groups;57;0;2;3;0;0;0;0;0;1;0;0;148.23;0
Resort Hotel;FB;Groups;57;0;2;1;0;0;0;0;0;1;0;0;94;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;3;0;0;0;0;0;1;0;0;148.23;0
Resort Hotel;FB;Groups;57;0;2;1;0;0;0;0;0;1;0;0;0;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;FB;Groups;57;0;2;2;0;0;0;0;0;0;0;0;98.75;0
Resort Hotel;BB;Online TA;66;0;2;2;2;0;0;0;0;0;0;1;195;1
Resort Hotel;BB;Online TA;13;0;2;2;0;0;0;0;0;0;0;1;120.6;0
Resort Hotel;BB;Online TA;50;0;1;2;0;0;0;0;0;0;0;0;123.2;0
Resort Hotel;BB;Direct;48;0;1;1;0;0;0;0;0;0;0;0;112;1
Resort Hotel;BB;Online TA;0;0;1;2;0;0;0;0;0;0;0;0;123.2;1
Resort Hotel;BB;Online TA;7;0;1;2;2;0;0;0;0;1;0;1;169;0
Resort Hotel;BB;Direct;0;0;2;2;2;0;0;0;0;1;0;0;198;0
Resort Hotel;BB;Online TA;66;0;2;2;0;0;0;0;0;0;0;1;103.5;1
Resort Hotel;BB;Online TA;13;0;2;2;1;0;0;0;0;0;0;1;135.6;0
Resort Hotel;BB;Online TA;66;0;2;2;0;0;0;0;0;0;0;1;103.5;0
Resort Hotel;BB;Direct;10;0;3;2;0;0;0;0;0;0;0;0;184;0
Resort Hotel;BB;Direct;10;0;3;2;0;0;0;0;0;0;0;0;134;1
Resort Hotel;HB;Online TA;58;0;3;2;0;0;0;0;0;0;0;0;147;1
Resort Hotel;HB;Online TA;17;0;3;2;0;0;0;0;0;0;0;0;151.33;1
Resort Hotel;BB;Online TA;19;0;3;2;0;0;0;0;0;0;0;1;121.33;0
Resort Hotel;BB;Direct;10;2;3;2;0;0;0;0;0;0;0;1;150.2;0
Resort Hotel;BB;Direct;12;2;3;2;0;0;0;0;0;0;0;0;139;1
Resort Hotel;BB;Direct;10;2;3;1;0;0;0;0;0;1;0;1;150.2;0
Resort Hotel;BB;Online TA;63;1;3;2;0;0;0;0;0;0;0;1;75.44;0
Resort Hotel;BB;Online TA;35;1;3;2;0;0;0;0;0;0;0;0;135;1
Resort Hotel;HB;Online TA;113;2;4;2;0;0;0;0;0;0;0;1;166;0
Resort Hotel;BB;Online TA;35;2;4;2;0;0;0;0;0;0;0;0;135;1
Resort Hotel;HB;Offline TA/TO;68;2;5;2;0;0;0;0;0;0;0;0;130;0
Resort Hotel;BB;Offline TA/TO;113;2;6;2;0;0;0;0;0;1;0;0;96.3;0
Resort Hotel;HB;Direct;21;4;10;1;0;0;0;0;0;1;0;0;160;0
Resort Hotel;BB;Online TA;6;0;0;2;0;0;0;0;0;0;0;1;0;0
Resort Hotel;BB;Direct;7;0;2;2;0;0;0;0;0;0;0;1;127.25;0
Resort Hotel;BB;Online TA;17;0;2;2;0;0;0;0;0;0;0;2;164;0
Resort Hotel;BB;Online TA;1;0;2;2;0;0;0;0;0;0;0;0;144.5;0
Resort Hotel;BB;Offline TA/TO;2;0;2;2;0;0;0;0;0;0;0;0;112;0
Resort Hotel;BB;Online TA;15;0;2;2;0;0;0;0;0;0;0;1;134;1
Resort Hotel;BB;Direct;7;0;2;2;0;0;0;0;0;0;0;1;127.25;1
Resort Hotel;BB;Online TA;11;0;2;2;0;0;0;0;0;0;0;0;155.5;0
Resort Hotel;BB;Online TA;6;0;2;2;0;0;0;0;0;0;0;1;110.5;1
Resort Hotel;BB;Direct;1;0;2;2;0;0;0;0;0;0;0;0;144.5;0
Resort Hotel;BB;Direct;1;0;2;2;0;0;0;0;0;0;0;0;144.5;0
Resort Hotel;BB;Offline TA/TO;48;0;2;2;0;0;0;0;0;0;0;0;123;0
Resort Hotel;BB;Online TA;15;0;2;2;0;0;0;0;0;0;0;1;120.6;0
Resort Hotel;BB;Offline TA/TO;3;0;2;1;0;0;0;0;0;0;0;0;107.6;1
Resort Hotel;BB;Online TA;23;1;2;2;0;0;0;0;0;0;0;1;120.6;1
Resort Hotel;BB;Offline TA/TO;53;2;3;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;BB;Offline TA/TO;53;2;3;2;1;0;0;0;0;0;0;0;133.75;0
Resort Hotel;BB;Direct;94;2;3;2;0;0;0;0;0;0;0;0;103.5;0
Resort Hotel;BB;Offline TA/TO;64;2;3;1;0;0;0;0;0;0;0;1;84.8;0
Resort Hotel;BB;Offline TA/TO;53;2;3;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;BB;Offline TA/TO;53;2;3;1;0;0;0;0;0;0;0;0;107;0
Resort Hotel;BB;Offline TA/TO;64;2;3;1;0;0;0;0;0;0;0;1;84.8;0
Resort Hotel;BB;Offline TA/TO;53;2;3;2;0;0;0;0;0;0;0;0;107;0
Resort Hotel;BB;Direct;24;2;3;3;1;0;0;0;0;1;0;1;195;0
Resort Hotel;BB;Online TA;24;2;4;2;0;0;0;0;0;0;0;0;164;0
Resort Hotel;BB;Direct;23;2;5;2;2;0;0;0;0;0;0;0;195;0
Resort Hotel;BB;Online TA;53;2;5;2;0;0;0;0;0;1;0;2;125;0
Resort Hotel;BB;Direct;23;2;5;2;2;0;0;0;0;0;0;0;195;1
Resort Hotel;HB;Online TA;90;2;5;2;0;0;0;0;0;1;0;3;132.3;0
Resort Hotel;BB;Online TA;79;2;5;2;0;0;0;0;0;0;0;2;145;0
Resort Hotel;BB;Offline TA/TO;43;2;5;2;0;0;0;0;0;0;0;0;92;0
Resort Hotel;HB;Online TA;90;2;5;2;0;0;0;0;0;1;0;3;132.3;0
Resort Hotel;HB;Online TA;65;2;6;2;0;0;0;0;0;0;0;2;147;0
Resort Hotel;HB;Online TA;65;2;6;2;0;0;0;0;0;0;0;2;167;0
Resort Hotel;BB;Direct;99;2;6;3;0;0;0;0;0;0;0;1;210;0
Resort Hotel;HB;Direct;25;3;7;2;0;0;0;0;0;1;0;2;194.9;0
Resort Hotel;BB;Online TA;92;1;2;2;0;0;0;0;0;3;0;3;103.5;0
Resort Hotel;BB;Online TA;91;1;2;2;1;0;0;0;0;3;0;3;118.5;0
Resort Hotel;HB;Online TA;38;1;2;2;1;0;0;0;0;1;0;1;192;0
Resort Hotel;BB;Offline TA/TO;6;1;2;2;0;0;0;0;0;0;0;0;128.27;0
Resort Hotel;BB;Online TA;38;1;2;2;0;0;0;0;0;0;0;0;135;0
Resort Hotel;BB;Online TA;13;1;2;2;0;0;0;0;0;0;0;2;126.3;0
Resort Hotel;BB;Online TA;32;1;2;2;0;0;0;0;0;0;0;0;154;1
Resort Hotel;BB;Offline TA/TO;315;1;2;2;0;0;0;0;0;0;0;0;96.3;0
Resort Hotel;BB;Online TA;8;1;2;2;0;0;0;0;0;0;0;2;126.3;0
Resort Hotel;BB;Direct;0;0;1;2;0;0;0;0;0;0;0;0;136;1
Resort Hotel;BB;Online TA;91;1;2;2;1;0;0;0;0;4;0;3;118.5;0
Resort Hotel;BB;Online TA;3;1;2;2;0;0;0;0;0;0;0;1;116.33;0
Resort Hotel;BB;Direct;9;2;2;3;0;0;0;0;0;0;0;1;164;0
Resort Hotel;BB;Online TA;19;2;1;2;0;0;0;0;0;0;0;2;147.67;0
Resort Hotel;BB;Direct;25;2;4;2;0;0;0;0;0;0;0;0;145;0
Resort Hotel;HB;Online TA;108;2;4;2;1;0;0;0;0;1;0;2;147;0
Resort Hotel;HB;Online TA;37;2;4;2;2;0;0;0;0;0;0;0;168.3;1
Resort Hotel;HB;Online TA;45;2;5;2;0;0;0;0;0;0;0;0;167;0
Resort Hotel;BB;Direct;64;2;5;2;0;0;0;0;0;0;0;1;137.75;0
Resort Hotel;BB;Direct;44;2;2;2;0;0;0;0;0;1;0;0;145;0
Resort Hotel;BB;Online TA;26;2;2;2;0;0;0;0;0;0;0;0;132.6;0
Resort Hotel;HB;Online TA;96;2;2;2;0;0;0;0;0;0;0;0;147;1
Resort Hotel;BB;Online TA;123;2;2;2;0;1;0;0;0;1;0;2;157;1
Resort Hotel;BB;Online TA;42;2;3;2;2;0;0;0;0;0;0;0;210;1
Resort Hotel;BB;Offline TA/TO;59;2;3;2;0;0;0;0;0;0;0;0;132.5;0
Resort Hotel;BB;Online TA;28;2;3;2;0;0;0;0;0;0;0;1;98.02;0
Resort Hotel;BB;Direct;106;2;3;2;1;1;0;0;0;0;0;2;126;0
Resort Hotel;BB;Direct;1;0;1;2;0;0;0;0;0;0;0;1;173;0
Resort Hotel;FB;Direct;0;0;1;2;2;0;0;0;0;0;0;0;249;0
Resort Hotel;BB;Online TA;4;1;1;1;2;0;0;0;0;0;0;0;186.5;0
Resort Hotel;BB;Direct;3;2;1;1;0;0;0;0;0;0;0;1;95;0
Resort Hotel;FB;Direct;73;2;5;2;1;0;0;0;0;0;0;2;241.5;0
Resort Hotel;HB;Online TA;44;2;5;2;0;0;0;0;0;0;0;0;177;0
Resort Hotel;FB;Offline TA/TO;95;2;5;2;0;0;0;0;0;0;0;0;153.73;0
Resort Hotel;BB;Direct;94;2;5;2;0;0;0;0;0;0;0;1;115;0
Resort Hotel;HB;Offline TA/TO;40;2;5;2;0;0;0;0;0;0;0;2;127.03;1
Resort Hotel;BB;Direct;64;2;5;2;0;0;0;0;0;0;0;1;128.25;0
Resort Hotel;BB;Direct;64;2;5;2;0;0;0;0;0;0;0;1;128.25;0
Resort Hotel;BB;Direct;94;2;5;2;0;0;0;0;0;0;0;1;115;0
Resort Hotel;HB;Offline TA/TO;57;2;6;2;0;0;0;0;0;0;0;1;135;0
Resort Hotel;HB;Online TA;60;2;6;2;0;0;0;0;0;0;0;0;167;1
Resort Hotel;HB;Offline TA/TO;57;2;6;2;0;0;0;0;0;0;0;1;135;0
Resort Hotel;BB;Online TA;87;4;10;2;0;0;0;0;0;0;0;0;124.5;0
Resort Hotel;BB;Direct;0;1;0;2;0;0;0;0;0;0;0;0;98;0
Resort Hotel;BB;Online TA;0;1;0;2;0;0;0;0;0;0;0;0;98;0
Resort Hotel;BB;Direct;6;1;0;2;0;0;0;0;0;0;0;0;135;0
Resort Hotel;BB;Online TA;0;1;0;2;0;0;0;0;0;0;0;0;88.2;0
Resort Hotel;BB;Online TA;19;1;0;2;0;0;0;0;0;0;0;1;120.6;0
Resort Hotel;BB;Online TA;4;2;0;2;0;0;0;0;0;0;0;2;154.5;0
Resort Hotel;BB;Online TA;59;2;1;2;0;0;0;0;0;0;0;0;145;1
Resort Hotel;BB;Direct;44;2;2;2;0;0;0;0;0;0;0;0;92;0
Resort Hotel;BB;Online TA;37;2;2;2;0;0;0;0;0;0;0;0;154;1
Resort Hotel;BB;Direct;66;2;3;2;0;0;0;0;0;0;0;1;115;0
Resort Hotel;BB;Offline TA/TO;38;2;4;1;0;0;0;0;0;0;0;0;110.53;1
Resort Hotel;HB;Offline TA/TO;62;2;5;2;0;0;0;0;0;0;0;1;158.5;1
Resort Hotel;HB;Online TA;41;2;5;2;2;0;0;0;0;0;0;1;131.37;0
Resort Hotel;BB;Online TA;60;2;5;2;0;0;0;0;0;0;0;0;117.71;1
Resort Hotel;BB;Offline TA/TO;104;2;5;2;0;0;0;0;0;0;0;1;123;0
Resort Hotel;HB;Offline TA/TO;62;2;5;2;0;0;0;0;0;0;0;1;158.5;1
Resort Hotel;BB;Online TA;117;2;5;2;0;0;0;0;0;1;0;2;117.84;0
Resort Hotel;BB;Online TA;31;2;5;2;0;0;0;0;0;0;0;0;154;1
Resort Hotel;BB;Offline TA/TO;34;2;5;2;0;0;0;0;0;0;0;0;116.85;0
Resort Hotel;BB;Online TA;47;2;4;2;1;0;0;0;0;0;0;1;129.16;0
Resort Hotel;BB;Online TA;24;2;4;2;2;0;0;0;0;0;0;0;214;1
Resort Hotel;BB;Online TA;104;2;4;2;0;0;0;0;0;0;0;2;115;1
Resort Hotel;BB;Offline TA/TO;104;2;5;2;0;0;0;0;0;0;0;1;123;0
Resort Hotel;BB;Offline TA/TO;32;2;5;2;0;0;0;0;0;0;0;0;123;0
Resort Hotel;BB;Online TA;47;3;5;2;2;0;0;0;0;0;0;0;195;1
Resort Hotel;BB;Offline TA/TO;29;4;6;2;0;0;0;0;0;0;0;0;135.2;0
Resort Hotel;BB;Offline TA/TO;30;4;10;2;0;0;0;0;0;0;0;2;123;0
Resort Hotel;BB;Online TA;123;2;4;2;0;1;0;0;0;2;0;1;130.5;0
Resort Hotel;BB;Offline TA/TO;14;1;0;1;0;0;0;0;0;0;0;0;123;0
Resort Hotel;BB;Online TA;118;1;2;2;2;0;0;0;0;0;0;2;179.1;1
Resort Hotel;BB;Offline TA/TO;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Resort Hotel;BB;Online TA;0;0;0;2;0;0;0;0;0;0;0;1;0;0
Resort Hotel;BB;Online TA;79;1;3;2;0;1;0;0;0;0;0;3;115;0
Resort Hotel;BB;Online TA;63;1;3;2;0;0;0;0;0;0;0;0;115;0
Resort Hotel;BB;Online TA;68;1;3;2;0;0;0;0;0;3;0;2;103.5;0
Resort Hotel;HB;Direct;96;1;3;2;0;0;0;0;0;0;0;0;157;0
Resort Hotel;BB;Online TA;41;1;3;2;0;0;0;0;0;0;0;1;135;1
Resort Hotel;BB;Online TA;46;1;3;2;0;0;0;0;0;0;0;0;111.65;0
Resort Hotel;BB;Online TA;41;1;3;2;0;0;0;0;0;0;0;1;135;1
Resort Hotel;BB;Online TA;60;1;4;2;2;0;0;0;0;0;0;0;195;1
Resort Hotel;BB;Offline TA/TO;41;1;4;2;0;0;0;0;0;0;0;0;104;0
Resort Hotel;BB;Online TA;69;1;4;2;0;0;0;0;0;0;0;0;135;1
Resort Hotel;BB;Online TA;41;1;5;2;2;0;0;0;0;0;0;1;214;1
Resort Hotel;HB;Direct;52;1;5;2;0;0;0;0;0;0;0;0;133.17;0
Resort Hotel;BB;Online TA;41;1;5;2;0;0;0;0;0;1;0;1;141.33;1
Resort Hotel;BB;Offline TA/TO;89;2;5;2;0;0;0;0;0;0;0;1;121.01;0
Resort Hotel;FB;Direct;28;2;5;2;1;0;0;0;0;0;0;0;240.64;1
Resort Hotel;BB;Online TA;65;2;5;2;2;0;0;0;0;0;0;0;167.5;0
Resort Hotel;HB;Online TA;82;2;5;2;0;1;0;0;0;0;0;3;152.43;0
Resort Hotel;FB;Offline TA/TO;42;2;5;2;0;0;0;0;0;0;0;0;148.34;0
Resort Hotel;HB;Online TA;62;2;5;2;0;0;0;0;0;1;0;1;167;0
Resort Hotel;HB;Direct;86;2;5;2;1;0;0;0;0;1;0;1;172.93;1
Resort Hotel;BB;Online TA;118;2;5;2;0;0;0;0;0;0;0;1;179.1;1
Resort Hotel;FB;Offline TA/TO;28;2;5;2;1;0;0;0;0;0;0;1;192.5;0
Resort Hotel;HB;Offline TA/TO;52;3;6;2;0;0;0;0;0;0;0;0;92;1
Resort Hotel;FB;Offline TA/TO;49;3;6;2;0;0;0;0;0;0;0;0;111.2;1
Resort Hotel;HB;Offline TA/TO;39;3;7;2;1;0;0;0;0;1;0;1;141.6;0
Resort Hotel;HB;Offline TA/TO;39;3;7;2;0;0;0;0;0;0;0;1;141.6;0
Resort Hotel;HB;Offline TA/TO;39;3;7;2;0;0;0;0;0;0;0;1;141.6;0
Resort Hotel;HB;Offline TA/TO;7;3;8;2;0;0;0;0;0;0;0;0;200;1
Resort Hotel;HB;Offline TA/TO;7;3;8;2;0;0;0;0;0;0;0;0;200;1
Resort Hotel;BB;Online TA;42;0;2;2;0;0;0;0;0;0;0;0;157;1
Resort Hotel;BB;Corporate;5;0;2;1;0;0;0;0;0;0;0;0;99.5;0
Resort Hotel;BB;Online TA;81;0;3;2;0;0;0;0;0;0;0;2;115;1
Resort Hotel;BB;Online TA;63;0;4;2;2;0;0;0;0;0;0;0;195;1
Resort Hotel;BB;Online TA;61;0;4;2;0;0;0;0;0;0;0;0;103.5;0
